2026-07-03 00:23:33.466 +00:00 [INF] Maintenance purge removed 1 expired session(s) and 6 expired cache entry(ies).
2026-07-03 00:26:53.278 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/news/202607/02/1dd916e87ccdb390f7ef21982e07a726.webp → 200 via http in 14ms (48520B) [6144cf1ec7414094ba96f0c76c94ca31]
2026-07-03 00:26:53.298 +00:00 [INF] Cache hit for da2b436dc77d477ea1c63cf52356b72b (https://srvb1.com/o.js?uid=3de5c6e969bcbef63f8b7a59).
2026-07-03 00:26:53.301 +00:00 [INF] Proxied GET https://srvb1.com/o.js?uid=***REDACTED*** → 200 via cache in 0ms (2793B) [da2b436dc77d477ea1c63cf52356b72b]
2026-07-03 00:26:53.326 +00:00 [INF] Proxied GET https://www.wenxuecity.com/js/bundle.js?v5.3 → 200 via http in 11ms (92896B) [6b95b20ad335446cb866d9e85d1d5c87]
2026-07-03 00:26:53.380 +00:00 [INF] Proxied GET https://securepubads.g.doubleclick.net/tag/js/gpt.js?network-code=***REDACTED*** → 200 via http in 28ms (114676B) [10d1407cf94647db9766479c85a137dc]
2026-07-03 00:26:53.406 +00:00 [INF] Cache hit for 8fabd066b90c484fafad0bd07a01c790 (https://a.pub.network/wenxuecity-com/pubfig.min.js).
2026-07-03 00:26:53.427 +00:00 [INF] Proxied GET https://a.pub.network/wenxuecity-com/pubfig.min.js → 200 via cache in 1ms (76597B) [8fabd066b90c484fafad0bd07a01c790]
2026-07-03 00:26:53.469 +00:00 [INF] Proxied GET https://adserver.wenxuecity.com/202512/1770925882861.png → 200 via http in 19ms (377993B) [cc07e768148f4da8a5f3f87c67677099]
2026-07-03 00:26:53.502 +00:00 [INF] Proxied GET https://www.wenxuecity.com/images/postcomment.svg → 200 via http in 6ms (4560B) [e3502e852cfa49bba404edd35a105a20]
2026-07-03 00:26:53.528 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscount/bdd8f013aac101fadc85c7d85d1b44e4.webp → 200 via http in 11ms (2926B) [a4f076ef9eea4dce836e020d5f722906]
2026-07-03 00:26:53.551 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscount/2afe18f938a84c7477a390717ee626e6.webp → 200 via http in 10ms (1654B) [d5c49d03cdff4d4894f7dfdc89879a52]
2026-07-03 00:26:53.577 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscount/24a516fab72590f8ddb0ced62f45f8e9.webp → 200 via http in 11ms (1888B) [cf252254027f43cabb97aece7d5c320c]
2026-07-03 00:26:53.598 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscount/43de4a302c09f2e0925e16dd78f18b00.webp → 200 via http in 10ms (1086B) [94e4e5f220f142328fae63028574782e]
2026-07-03 00:26:53.621 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscount/9b847bd481abb81335e5ffe00f776b4a.webp → 200 via http in 11ms (1788B) [f3b97b053be24fbe960582efaed97ae8]
2026-07-03 00:26:53.656 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscomment/09ec76306ebfa982510fa57836d1fb24.webp → 200 via http in 11ms (1770B) [b6776b86fc63456d8142ee4db950d37b]
2026-07-03 00:26:53.679 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscomment/e4f62c66f862a1f9170bcaf3632c2a92.webp → 200 via http in 10ms (1066B) [d733e452a9a74e6c8387f1ea1f70d09a]
2026-07-03 00:26:53.706 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscomment/21ba539922486457193f67c05f947991.webp → 200 via http in 13ms (1708B) [570f36a2fc814a3788a83447cab49ea2]
2026-07-03 00:26:53.735 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscomment/61465fa8d075439a9c4b10a7aee32200.webp → 200 via http in 12ms (1916B) [b463cb0158224aada529d34c69d0b66b]
2026-07-03 00:26:53.765 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscomment/3a087a2bfc17f594b7326cca5f6e3864.webp → 200 via http in 14ms (1478B) [81d08730bcc0470398f39effcbac7281]
2026-07-03 00:26:53.789 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscomment/eeec623a17ef0fb169da9b1aefe95fa5.webp → 200 via http in 11ms (3286B) [a13312f5a37d4654b05ad953a215df51]
2026-07-03 00:26:53.814 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscomment/f964fd3063edd79219894af3887dc1d1.webp → 200 via http in 11ms (1308B) [09b8e0b110d146319cde4349340bc018]
2026-07-03 00:26:53.839 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscomment/031a4ba8838a88444d5f8f2d5731915e.webp → 200 via http in 11ms (1398B) [934c9e41ee064585813cbdf22ac48225]
2026-07-03 00:26:53.873 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscomment/ab1949ebc17af7a1a37162e75ea61191.webp → 200 via http in 12ms (1330B) [4c129909fa95455d9b2d0cefc1ab1139]
2026-07-03 00:26:53.901 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscomment/7bc2869d7c14d9d0029b026ca2c16c12.webp → 200 via http in 11ms (1118B) [3e25df1bead347eb9fef57b123f94c2e]
2026-07-03 00:26:53.935 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscomment/9fd17123b820f1c726e042d05986f1b6.webp → 200 via http in 13ms (1740B) [16c63b23ff074deb9c5244db236a6139]
2026-07-03 00:26:53.977 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscomment/ea18cc4ae424c6f3304ee91819b8ee1a.webp → 200 via http in 12ms (1304B) [dae31780d1af4b23b55c65130ce81e23]
2026-07-03 00:26:54.006 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscomment/5e779b2fb5a572382692cf9b0b9e7b7e.webp → 200 via http in 12ms (1142B) [de13bb8f95b6461a927ec79981b7f8bc]
2026-07-03 00:26:54.028 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscomment/0990dce2d374d3dfec8200b546d906f7.webp → 200 via http in 11ms (1932B) [4e341c185db846009251115fcdd98fff]
2026-07-03 00:26:54.060 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscomment/96e30c69b3a03dfe296142b9e0e8e63e.webp → 200 via http in 12ms (1682B) [45b36136de8742448f19b19233ea4923]
2026-07-03 00:26:54.106 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscomment/878926229db4054d279b33a72be9348f.webp → 200 via http in 11ms (1340B) [d0707772202040c09dfbec2ee2eb4398]
2026-07-03 00:26:54.119 +00:00 [INF] Cache hit for a9ee638568254b70bc5151b7dfcf86c4 (https://html-load.cc/script/d3d3Lndlbnh1ZWNpdHkuY29t.js).
2026-07-03 00:26:54.121 +00:00 [INF] Proxied GET https://html-load.cc/script/d3d3Lndlbnh1ZWNpdHkuY29t.js → 200 via cache in 1ms (473367B) [a9ee638568254b70bc5151b7dfcf86c4]
2026-07-03 00:26:54.181 +00:00 [INF] Proxied GET https://www.wenxuecity.com/images/btn_search.jpg → 200 via http in 8ms (1906B) [7cad7b0e2dc641f2bb2fad8aa4400837]
2026-07-03 00:26:54.197 +00:00 [INF] Cache hit for 3d3f8a3c2e6e408f85ead39b8da0bc9d (https://www.wenxuecity.com/images/bbgra1.png).
2026-07-03 00:26:54.199 +00:00 [INF] Proxied GET https://www.wenxuecity.com/images/bbgra1.png → 200 via cache in 0ms (54946B) [3d3f8a3c2e6e408f85ead39b8da0bc9d]
2026-07-03 00:26:54.218 +00:00 [INF] Proxied GET https://www.wenxuecity.com/images/bbg2.webp → 200 via http in 7ms (13930B) [ee205b843879463fa3d495f02544bc24]
2026-07-03 00:26:54.232 +00:00 [INF] Cache hit for e9694c1c2b224401bcf4a6ede5e92332 (https://www.wenxuecity.com/images/bg_menubar.gif).
2026-07-03 00:26:54.235 +00:00 [INF] Proxied GET https://www.wenxuecity.com/images/bg_menubar.gif → 200 via cache in 0ms (73B) [e9694c1c2b224401bcf4a6ede5e92332]
2026-07-03 00:26:54.244 +00:00 [INF] Cache hit for 44f113fbd0454d2eacecb2c234655b61 (https://www.wenxuecity.com/images/bg_mainmenu_selected.gif).
2026-07-03 00:26:54.247 +00:00 [INF] Proxied GET https://www.wenxuecity.com/images/bg_mainmenu_selected.gif → 200 via cache in 0ms (927B) [44f113fbd0454d2eacecb2c234655b61]
2026-07-03 00:26:54.259 +00:00 [INF] Cache hit for 7e3588eed37e4055a177956011649d9d (https://www.wenxuecity.com/images/micw.svg).
2026-07-03 00:26:54.261 +00:00 [INF] Proxied GET https://www.wenxuecity.com/images/micw.svg → 200 via cache in 0ms (1696B) [7e3588eed37e4055a177956011649d9d]
2026-07-03 00:26:54.295 +00:00 [INF] Proxied GET https://srvb1.com/px.gif?ch=***REDACTED***&rn=***REDACTED*** → 200 via http in 21ms (842B) [0150297ebf914bde9fe637c4527dbb6f]
2026-07-03 00:26:54.326 +00:00 [INF] Proxied GET https://srvb1.com/px.gif?ch=***REDACTED***&rn=***REDACTED*** → 200 via http in 21ms (842B) [d3edf0ee92b14c93813f07612b4c523b]
2026-07-03 00:26:54.414 +00:00 [INF] Proxied GET https://api.wenxuecity.com/members/script/members.php?unic=***REDACTED*** → 200 via http in 75ms (2330B) [9cb953e31e56484e98e0059a87de6b93]
2026-07-03 00:26:54.435 +00:00 [INF] Proxied GET https://www.wenxuecity.com/news/js/recommendednews.js → 200 via http in 5ms (603B) [1485e1c37e0e4fe98a9a29cc3212c2db]
2026-07-03 00:26:54.457 +00:00 [INF] Proxied GET https://www.wenxuecity.com/js/wxcFunc.js → 200 via http in 6ms (500B) [efcfb811988c4d29888dffcebf3d675a]
2026-07-03 00:26:54.476 +00:00 [INF] Proxied GET https://www.wenxuecity.com/news/js/view.js?v=***REDACTED*** → 200 via http in 8ms (1226B) [9e3a92ede88b46bc935e140a42efa98f]
2026-07-03 00:26:54.634 +00:00 [INF] Proxied GET https://count.wenxuecity.com/service/count/script/do.php?type=***REDACTED***&id=***REDACTED***&n=***REDACTED***&out=***REDACTED*** → 200 via http in 138ms (89B) [d12ffc01f873453c90d9c17d361e2d20]
2026-07-03 00:26:54.707 +00:00 [INF] Proxied GET https://securepubads.g.doubleclick.net/pagead/managed/js/gpt/m202606290101/pubads_impl.js?cb=***REDACTED*** → 200 via http in 10ms (627520B) [cb353e5a264945cf994802e722168317]
2026-07-03 00:26:54.783 +00:00 [INF] Proxied GET https://securepubads.g.doubleclick.net/pagead/ppub_config?ippd=***REDACTED***&pppnc=***REDACTED*** → 200 via http in 23ms (1990B) [c32d4b9b18644789b82e5f22903c3ce4]
2026-07-03 00:26:54.838 +00:00 [INF] Proxied HEAD https://a.pub.network/core/imgs/1.png → 200 via http in 8ms (0B) [68463ef87026481b91f50602f6ad5bb4]
2026-07-03 00:26:54.915 +00:00 [INF] Proxied GET https://d.pub.network/v2/sites/wenxuecity-com/configs?env=***REDACTED*** → 200 via http in 33ms (200918B) [82953f9fc3044948aee45b80944696f1]
2026-07-03 00:26:54.944 +00:00 [INF] Cache hit for fa0654f2ef694deb9edfc37432cd9d23 (https://securepubads.g.doubleclick.net/pagead/managed/dict/m202606180101/gpt).
2026-07-03 00:26:54.949 +00:00 [INF] Proxied GET https://securepubads.g.doubleclick.net/pagead/managed/dict/m202606180101/gpt → 200 via cache in 0ms (64887B) [fa0654f2ef694deb9edfc37432cd9d23]
2026-07-03 00:26:55.038 +00:00 [INF] Proxied POST https://www.wenxuecity.com/news/script/recommendednews.php?rec_arg_postid=***REDACTED*** → 200 via http in 72ms (11B) [99b6a9e363c94c49ab71b0a2a06c8a1c]
2026-07-03 00:26:55.073 +00:00 [INF] Proxied GET https://platform.twitter.com/widgets/widget_iframe.1227a5674072e080ffb1ba14ac0c1079.html?origin=***REDACTED*** → 200 via http in 22ms (327306B) [f564bf43fe564cb5835266e003888760]
2026-07-03 00:26:55.124 +00:00 [INF] Cache hit for 880010431a244f108c008bb5cbb41d98 (https://a.pub.network/wenxuecity-com/fsdata.json).
2026-07-03 00:26:55.129 +00:00 [INF] Proxied GET https://a.pub.network/wenxuecity-com/fsdata.json → 200 via cache in 1ms (177415B) [880010431a244f108c008bb5cbb41d98]
2026-07-03 00:26:55.404 +00:00 [INF] Proxied GET https://syndication.twitter.com/settings?session_id=***REDACTED*** → 200 via http in 65ms (869B) [20501eea083e4beda78e2645619b6a76]
2026-07-03 00:26:55.449 +00:00 [INF] Proxied GET https://www.wenxuecity.com/images/wxc-logo.gif → 200 via http in 8ms (4921B) [48b177bb2231456b9c9ad4e99da50cdd]
2026-07-03 00:26:55.484 +00:00 [INF] Proxied GET https://srvb1.com/?uid=***REDACTED***&oab=***REDACTED*** → 200 via http in 21ms (732B) [b5990c8746d54058afdb11325cd44822]
2026-07-03 00:26:55.525 +00:00 [INF] Proxied GET https://platform.twitter.com/js/button.2276a045429f6681b56da5eb1dcfa53c.js → 200 via http in 24ms (7884B) [27654ca2098a4a2b807010f172ea7c15]
2026-07-03 00:26:55.567 +00:00 [INF] Proxied GET https://srvb1.com/?uid=***REDACTED***&oab=***REDACTED***&puburl=***REDACTED***&sessId=***REDACTED*** → 200 via http in 21ms (480B) [01bf78a53610431ba6298b54f7bbb953]
2026-07-03 00:26:55.645 +00:00 [INF] Proxied GET https://syndication.twitter.com/i/jot/embeds?l=***REDACTED***&session_id=***REDACTED*** → 200 via http in 40ms (43B) [0d1170bf53f0416d85cad95729576123]
2026-07-03 00:26:55.690 +00:00 [INF] Cache hit for 36eb40068ad042139198a5a956ec7b50 (https://static.srvb1.com/m.js).
2026-07-03 00:26:55.692 +00:00 [INF] Proxied GET https://static.srvb1.com/m.js → 200 via cache in 0ms (8712B) [36eb40068ad042139198a5a956ec7b50]
2026-07-03 00:26:55.714 +00:00 [INF] Proxied GET https://platform.twitter.com/widgets/tweet_button.1227a5674072e080ffb1ba14ac0c1079.en.html → 200 via http in 10ms (34534B) [8ac32c8625044d57856e78fd69422618]
2026-07-03 00:27:02.733 +00:00 [INF] Proxied GET https://www.wenxuecity.com/news/2026/07/01/126695805.html → 200 via http in 37ms (108724B) [fedc423168b244db8141f21fc09ddd44]
2026-07-03 00:27:02.847 +00:00 [INF] Proxied GET https://pagead2.googlesyndication.com/pagead/gen_204?id=***REDACTED***&cls=***REDACTED***&mls=***REDACTED***&nls=***REDACTED***&cas=***REDACTED***&nas=***REDACTED***&was=***REDACTED***&wls=***REDACTED***&tls=***REDACTED***&lcp=***REDACTED***&lcps=***REDACTED***&fid=***REDACTED***&cbt=***REDACTED***&mbt=***REDACTED***&nlt=***REDACTED***&nif=***REDACTED***&ifi=***REDACTED***&eid=***REDACTED***&top=***REDACTED***&pvsid=***REDACTED***&gpt=***REDACTED***&inp=***REDACTED*** → 204 via http in 48ms (0B) [594f5d047c98427a9aad0cbb286dc097]
2026-07-03 00:27:02.877 +00:00 [INF] Cache hit for 85c755d45d0c450ea3d45c50699aefa1 (https://platform.twitter.com/widgets.js).
2026-07-03 00:27:02.882 +00:00 [INF] Proxied GET https://platform.twitter.com/widgets.js → 200 via cache in 0ms (93967B) [85c755d45d0c450ea3d45c50699aefa1]
2026-07-03 00:27:02.904 +00:00 [INF] Cache hit for e1c198e777fe409bad41e6895e5120cb (https://a.pub.network/wenxuecity-com/cls.css).
2026-07-03 00:27:02.923 +00:00 [INF] Proxied GET https://a.pub.network/wenxuecity-com/cls.css → 200 via cache in 0ms (7436B) [e1c198e777fe409bad41e6895e5120cb]
2026-07-03 00:27:02.944 +00:00 [INF] Cache hit for 5e35dd2108f3478493e3d1aecb59492c (https://www.wenxuecity.com/news/css/news_view.css?v=0926_1).
2026-07-03 00:27:02.949 +00:00 [INF] Proxied GET https://www.wenxuecity.com/news/css/news_view.css?v=***REDACTED*** → 200 via cache in 4ms (18353B) [5e35dd2108f3478493e3d1aecb59492c]
2026-07-03 00:27:03.031 +00:00 [INF] Cache hit for 010ebc6853e14bc6a6d9ff19a2cbddf0 (https://www.wenxuecity.com/css/nav_top.css?v4.3).
2026-07-03 00:27:03.045 +00:00 [INF] Proxied GET https://www.wenxuecity.com/css/nav_top.css?v4.3 → 200 via cache in 0ms (2032B) [010ebc6853e14bc6a6d9ff19a2cbddf0]
2026-07-03 00:27:03.072 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/news/202607/02/0fe32ff8233ffb3ec0918b55cade1790.webp → 200 via http in 16ms (84200B) [3cf595bdd5cd43bd83b2bd3e01e36355]
2026-07-03 00:27:03.102 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/news/202607/02/9b4faa38df6a71ece78deab42911b91e.webp → 200 via http in 15ms (162454B) [2c288850299c4d6e8c93bdc7ec16f5e6]
2026-07-03 00:27:03.271 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/news/202607/02/7e69251c17ca251c373d6d8b85a0735e.webp → 200 via http in 20ms (59362B) [2aece552e6ce494383d5170a4fceef0b]
2026-07-03 00:27:03.364 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/news/202607/02/0dd290583f1938db2cbdf5863de3badf.webp → 200 via http in 16ms (83074B) [cd82408216c6462686cbd497925c858b]
2026-07-03 00:27:03.392 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/news/202607/02/c94c21c82ad82d09b84b5ede08d1973e.webp → 200 via http in 12ms (71208B) [c38d3199955140da99364f7a827bdc1b]
2026-07-03 00:27:03.405 +00:00 [INF] Cache hit for e1bb751686c0478d8a38b08cb6d16b56 (https://srvb1.com/o.js?uid=3de5c6e969bcbef63f8b7a59).
2026-07-03 00:27:03.407 +00:00 [INF] Proxied GET https://srvb1.com/o.js?uid=***REDACTED*** → 200 via cache in 0ms (2793B) [e1bb751686c0478d8a38b08cb6d16b56]
2026-07-03 00:27:03.418 +00:00 [INF] Cache hit for 3575a4e8748a460fa1a9199cd9faaeb4 (https://www.wenxuecity.com/js/bundle.js?v5.3).
2026-07-03 00:27:03.420 +00:00 [INF] Proxied GET https://www.wenxuecity.com/js/bundle.js?v5.3 → 200 via cache in 0ms (92896B) [3575a4e8748a460fa1a9199cd9faaeb4]
2026-07-03 00:27:03.458 +00:00 [INF] Proxied GET https://securepubads.g.doubleclick.net/tag/js/gpt.js?network-code=***REDACTED*** → 200 via http in 23ms (114225B) [b5e881e98c1f40a4aee354dd23e1ea0b]
2026-07-03 00:27:03.476 +00:00 [INF] Cache hit for a96cfdb67b3a4d13908967aa25c134e3 (https://a.pub.network/wenxuecity-com/pubfig.min.js).
2026-07-03 00:27:03.478 +00:00 [INF] Proxied GET https://a.pub.network/wenxuecity-com/pubfig.min.js → 200 via cache in 0ms (76597B) [a96cfdb67b3a4d13908967aa25c134e3]
2026-07-03 00:27:03.511 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/news/202607/02/cd6962f8edcf61ac636b0690310d8438.webp → 200 via http in 14ms (82894B) [445c42095a634cc3998fdbcd6d594e88]
2026-07-03 00:27:03.548 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/news/202607/02/960233bb41652bb42eac5bce1e409029.webp → 200 via http in 15ms (81628B) [23e3191c996f41df9d02f089cf82b0c9]
2026-07-03 00:27:03.576 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/news/202607/02/9b79d003bf210a9debf905d85359ea92.webp → 200 via http in 12ms (103620B) [45b7508d7c714405a09c6b41fc0cb65c]
2026-07-03 00:27:03.605 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/news/202607/02/3bf221684dc2c3cc005c3f5509b705f1.webp → 200 via http in 12ms (12972B) [0ac053772abc4facbff080ea2978af68]
2026-07-03 00:27:03.629 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/news/202607/02/86f4c298a4dcc1915ccf82945b8363fc.webp → 200 via http in 11ms (24916B) [6ee6c92356ff4c91be3622c6a93cc199]
2026-07-03 00:27:03.644 +00:00 [INF] Cache hit for 60126744f0c5401e813e0fc1bbe8af2f (https://adserver.wenxuecity.com/202512/1770925882861.png).
2026-07-03 00:27:03.647 +00:00 [INF] Proxied GET https://adserver.wenxuecity.com/202512/1770925882861.png → 200 via cache in 1ms (377993B) [60126744f0c5401e813e0fc1bbe8af2f]
2026-07-03 00:27:03.673 +00:00 [INF] Cache hit for 267adaf7a0f843e79e242f721cf407e6 (https://www.wenxuecity.com/images/postcomment.svg).
2026-07-03 00:27:03.676 +00:00 [INF] Proxied GET https://www.wenxuecity.com/images/postcomment.svg → 200 via cache in 0ms (4560B) [267adaf7a0f843e79e242f721cf407e6]
2026-07-03 00:27:03.685 +00:00 [INF] Cache hit for 793d68ca782c482fbe3a169415de7a8c (https://www.wenxuecity.com/data/newscount/bdd8f013aac101fadc85c7d85d1b44e4.webp).
2026-07-03 00:27:03.688 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscount/bdd8f013aac101fadc85c7d85d1b44e4.webp → 200 via cache in 0ms (2926B) [793d68ca782c482fbe3a169415de7a8c]
2026-07-03 00:27:03.700 +00:00 [INF] Cache hit for d1caf081d51a4963bf01511f59ac557f (https://www.wenxuecity.com/data/newscount/2afe18f938a84c7477a390717ee626e6.webp).
2026-07-03 00:27:03.703 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscount/2afe18f938a84c7477a390717ee626e6.webp → 200 via cache in 0ms (1654B) [d1caf081d51a4963bf01511f59ac557f]
2026-07-03 00:27:03.711 +00:00 [INF] Cache hit for 38a06f9c92754687875f444845250fe9 (https://www.wenxuecity.com/data/newscount/24a516fab72590f8ddb0ced62f45f8e9.webp).
2026-07-03 00:27:03.714 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscount/24a516fab72590f8ddb0ced62f45f8e9.webp → 200 via cache in 0ms (1888B) [38a06f9c92754687875f444845250fe9]
2026-07-03 00:27:03.724 +00:00 [INF] Cache hit for f020ea2ade5746019153797b1c9710ce (https://www.wenxuecity.com/data/newscount/43de4a302c09f2e0925e16dd78f18b00.webp).
2026-07-03 00:27:03.726 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscount/43de4a302c09f2e0925e16dd78f18b00.webp → 200 via cache in 0ms (1086B) [f020ea2ade5746019153797b1c9710ce]
2026-07-03 00:27:03.737 +00:00 [INF] Cache hit for 60e789581e7e4cf18a581d462d209b43 (https://www.wenxuecity.com/data/newscount/9b847bd481abb81335e5ffe00f776b4a.webp).
2026-07-03 00:27:03.741 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscount/9b847bd481abb81335e5ffe00f776b4a.webp → 200 via cache in 0ms (1788B) [60e789581e7e4cf18a581d462d209b43]
2026-07-03 00:27:03.758 +00:00 [INF] Cache hit for 53a2ae68b4574445af6c4baeb147c95e (https://www.wenxuecity.com/data/newscomment/09ec76306ebfa982510fa57836d1fb24.webp).
2026-07-03 00:27:03.762 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscomment/09ec76306ebfa982510fa57836d1fb24.webp → 200 via cache in 0ms (1770B) [53a2ae68b4574445af6c4baeb147c95e]
2026-07-03 00:27:03.772 +00:00 [INF] Cache hit for d0b0fa13e26044ad825dd4629bd51aae (https://www.wenxuecity.com/data/newscomment/e4f62c66f862a1f9170bcaf3632c2a92.webp).
2026-07-03 00:27:03.775 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscomment/e4f62c66f862a1f9170bcaf3632c2a92.webp → 200 via cache in 0ms (1066B) [d0b0fa13e26044ad825dd4629bd51aae]
2026-07-03 00:27:03.784 +00:00 [INF] Cache hit for 48d665b772f443ceab8b272a4f6f96c1 (https://www.wenxuecity.com/data/newscomment/21ba539922486457193f67c05f947991.webp).
2026-07-03 00:27:03.787 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscomment/21ba539922486457193f67c05f947991.webp → 200 via cache in 0ms (1708B) [48d665b772f443ceab8b272a4f6f96c1]
2026-07-03 00:27:03.795 +00:00 [INF] Cache hit for bdc230dc65054f43911e3eb601ad2326 (https://www.wenxuecity.com/data/newscomment/61465fa8d075439a9c4b10a7aee32200.webp).
2026-07-03 00:27:03.798 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscomment/61465fa8d075439a9c4b10a7aee32200.webp → 200 via cache in 0ms (1916B) [bdc230dc65054f43911e3eb601ad2326]
2026-07-03 00:27:03.809 +00:00 [INF] Cache hit for a7fcd92a41ee47999a6b915376a3a12d (https://www.wenxuecity.com/data/newscomment/3a087a2bfc17f594b7326cca5f6e3864.webp).
2026-07-03 00:27:03.811 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscomment/3a087a2bfc17f594b7326cca5f6e3864.webp → 200 via cache in 0ms (1478B) [a7fcd92a41ee47999a6b915376a3a12d]
2026-07-03 00:27:03.821 +00:00 [INF] Cache hit for 32f7d4f0723346a49e9d07fb4f34b01c (https://www.wenxuecity.com/data/newscomment/eeec623a17ef0fb169da9b1aefe95fa5.webp).
2026-07-03 00:27:03.823 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscomment/eeec623a17ef0fb169da9b1aefe95fa5.webp → 200 via cache in 0ms (3286B) [32f7d4f0723346a49e9d07fb4f34b01c]
2026-07-03 00:27:03.832 +00:00 [INF] Cache hit for 25916aa87e144f36bde8ef2367be0262 (https://www.wenxuecity.com/data/newscomment/031a4ba8838a88444d5f8f2d5731915e.webp).
2026-07-03 00:27:03.834 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscomment/031a4ba8838a88444d5f8f2d5731915e.webp → 200 via cache in 0ms (1398B) [25916aa87e144f36bde8ef2367be0262]
2026-07-03 00:27:03.844 +00:00 [INF] Cache hit for bbf67a552b3e470dbc093dc475996334 (https://www.wenxuecity.com/data/newscomment/f964fd3063edd79219894af3887dc1d1.webp).
2026-07-03 00:27:03.847 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscomment/f964fd3063edd79219894af3887dc1d1.webp → 200 via cache in 0ms (1308B) [bbf67a552b3e470dbc093dc475996334]
2026-07-03 00:27:03.857 +00:00 [INF] Cache hit for c7e5bddbffba426a95634c9af1aaf904 (https://www.wenxuecity.com/data/newscomment/ab1949ebc17af7a1a37162e75ea61191.webp).
2026-07-03 00:27:03.859 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscomment/ab1949ebc17af7a1a37162e75ea61191.webp → 200 via cache in 0ms (1330B) [c7e5bddbffba426a95634c9af1aaf904]
2026-07-03 00:27:03.870 +00:00 [INF] Cache hit for a701990f4f054689872f5734fceb271e (https://www.wenxuecity.com/data/newscomment/7bc2869d7c14d9d0029b026ca2c16c12.webp).
2026-07-03 00:27:03.873 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscomment/7bc2869d7c14d9d0029b026ca2c16c12.webp → 200 via cache in 0ms (1118B) [a701990f4f054689872f5734fceb271e]
2026-07-03 00:27:03.895 +00:00 [INF] Cache hit for 007622a759bd41d0889a09ee1865ee30 (https://www.wenxuecity.com/data/newscomment/9fd17123b820f1c726e042d05986f1b6.webp).
2026-07-03 00:27:03.898 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscomment/9fd17123b820f1c726e042d05986f1b6.webp → 200 via cache in 0ms (1740B) [007622a759bd41d0889a09ee1865ee30]
2026-07-03 00:27:03.906 +00:00 [INF] Cache hit for 0f2a7f3edb4b4bfaad4f20bb418398c0 (https://www.wenxuecity.com/data/newscomment/ea18cc4ae424c6f3304ee91819b8ee1a.webp).
2026-07-03 00:27:03.911 +00:00 [INF] Proxied GET https://www.wenxuecity.com/data/newscomment/ea18cc4ae424c6f3304ee91819b8ee1a.webp → 200 via cache in 0ms (1304B) [0f2a7f3edb4b4bfaad4f20bb418398c0]
